id	GeneSymbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	EnsemblGene	EnsemblTranscript	EntrezID
ENSG00000142303.12	ADAMTS10	31.93786399	-2.1018931	0.541815582	-3.879351513	0.000104735	0.001296755	ENSG00000142303	ENST00000270328;ENST00000593534;ENST00000593826;ENST00000593913;ENST00000595838;ENST00000596236;ENST00000596466;ENST00000596709;ENST00000596851;ENST00000596911;ENST00000597188;ENST00000601163;ENST00000601872;ENST00000603221	81794
ENSG00000185567.6	AHNAK2	16.60615444	-2.101535068	0.740076516	-2.839618639	0.00451675	0.026072214	ENSG00000185567	ENST00000333244;ENST00000555122;ENST00000555544;ENST00000557457	113146
ENSG00000261102.2	ATP5J2P6	6.238146168	-2.101183893	1.147579671	-1.83096995	0.067105028	0.187189268	ENSG00000261102	ENST00000565203	---
ENSG00000273196.1	NA	3.142046648	-2.101031828	1.31443524	-1.598429321	0.109947463	0.263871686	ENSG00000273196	ENST00000610137	---
ENSG00000256937.1	KRT17P8	38.1094326	-2.099484674	0.453340366	-4.631144352	3.64E-06	7.58E-05	ENSG00000256937	ENST00000540749	---
ENSG00000248724.5	NPHP3-AS1	3.677002401	-2.099308463	1.092309643	-1.921898683	0.054618508	0.162688901	ENSG00000248724	ENST00000489343;ENST00000504440	348808
ENSG00000105808.16	RASA4	2.739020006	-2.096913984	1.426132309	-1.470350241	0.141466921	0.311861287	ENSG00000105808	ENST00000262940;ENST00000449970;ENST00000461209;ENST00000462172;ENST00000519539;ENST00000519878;ENST00000520042;ENST00000520577;ENST00000521076;ENST00000521397;ENST00000521822;ENST00000521892;ENST00000522223;ENST00000522443;ENST00000522801;ENST00000523568;ENST00000538869	10156;102724229
ENSG00000140285.8	FGF7	3.549945826	-2.096037586	1.058152395	-1.98084661	0.047608478	0.147343889	ENSG00000140285	ENST00000267843;ENST00000560270;ENST00000560704;ENST00000560765;ENST00000560979;ENST00000614567	2252
ENSG00000170743.15	SYT9	3.548144136	-2.092910041	1.134755387	-1.8443711	0.065129076	0.183331157	ENSG00000170743	ENST00000318881;ENST00000524820;ENST00000532592	143425
ENSG00000261533.2	NA	4.123574183	-2.091283178	1.096404148	-1.907401739	0.056468584	0.166030104	---	---	---
ENSG00000258260.1	NA	8.527484181	-2.088424971	0.752946427	-2.773670074	0.005542786	0.030502049	ENSG00000258260	ENST00000546464	---
ENSG00000271100.1	NA	5.862658376	-2.087892176	1.07717046	-1.938311766	0.052585198	0.158343361	ENSG00000271100	ENST00000604083	---
ENSG00000139714.11	MORN3	15.37676348	-2.086315772	0.617541166	-3.378423801	0.000729026	0.006225874	ENSG00000139714	ENST00000355329;ENST00000392462;ENST00000542364	283385
ENSG00000184058.11	TBX1	8.891579536	-2.085344049	0.675340938	-3.087838945	0.002016177	0.014041572	ENSG00000184058	ENST00000329705;ENST00000332710;ENST00000359500;ENST00000475303;ENST00000484336;ENST00000621939	6899
ENSG00000213997.3	PGAM1P7	3.804638792	-2.083696439	1.306775114	-1.594533303	0.110816638	0.26517917	ENSG00000213997	ENST00000413837	---
ENSG00000270405.1	NA	3.57695035	-2.083041077	1.143244307	-1.822043691	0.068448357	0.189457699	ENSG00000270405	ENST00000603054	---
ENSG00000227056.2	RPL6P2	3.221753341	-2.082717174	1.184899189	-1.757716769	0.078795713	0.209043193	ENSG00000227056	ENST00000425480	---
ENSG00000268050.2	NA	2.862368025	-2.081881594	1.1997006	-1.735334295	0.082681611	0.215987354	ENSG00000268050	ENST00000599172	---
ENSG00000237836.4	PHKA2-AS1	34.17938469	-2.080773746	0.461176747	-4.51187914	6.43E-06	0.000121528	ENSG00000237836	ENST00000439295;ENST00000452900	---
ENSG00000161149.10	TUBA3FP	5.197302502	-2.079567661	0.996757456	-2.086332686	0.036948498	0.123198036	ENSG00000161149	ENST00000292748;ENST00000422086	113691
ENSG00000185674.8	LYG2	11.53502215	-2.078019345	0.668449502	-3.108715526	0.001879025	0.013273556	ENSG00000185674	ENST00000333017;ENST00000409238;ENST00000409679;ENST00000423306;ENST00000423800;ENST00000626374	254773
ENSG00000100565.14	LRRC74A	3.942934195	-2.069090635	1.083203022	-1.910159586	0.056112669	0.165270598	ENSG00000100565	ENST00000216450;ENST00000393774;ENST00000460005;ENST00000484640;ENST00000555189;ENST00000557453	145497
ENSG00000237328.1	RAI1-AS1	15.43610059	-2.068491845	0.853338717	-2.423998588	0.015350665	0.06549382	ENSG00000237328	ENST00000443696	100861516
ENSG00000230587.1	NA	7.409368166	-2.060921773	0.842432826	-2.446393006	0.014429362	0.062582671	ENSG00000230587	ENST00000434020	---
ENSG00000236732.1	NA	7.523974668	-2.060714114	0.764760739	-2.694586696	0.007047599	0.036744541	ENSG00000236732	ENST00000434678	---
ENSG00000187474.4	FPR3	23.5692319	-2.057273616	0.66072978	-3.113638403	0.001847958	0.01310878	ENSG00000187474	ENST00000339223;ENST00000595991	2359
ENSG00000175097.6	RAG2	6.950318889	-2.056673643	1.251260103	-1.643681948	0.100241917	0.247519542	ENSG00000175097	ENST00000311485;ENST00000524423;ENST00000527033;ENST00000528428;ENST00000529083;ENST00000530276;ENST00000532616;ENST00000534379;ENST00000618712	5897
ENSG00000233746.1	LINC00656	4.4561216	-2.056609615	1.08230435	-1.900213756	0.057405074	0.167805436	ENSG00000233746	ENST00000443744	200261
ENSG00000123570.3	RAB9B	7.232750819	-2.05644431	0.802691099	-2.561937355	0.010409009	0.049235112	ENSG00000123570	ENST00000243298	51209
ENSG00000227714.1	MTND6P18	6.169232943	-2.055835252	1.143937333	-1.797157232	0.072310662	0.196918174	ENSG00000227714	ENST00000439477	---
ENSG00000263931.1	NA	6.316722997	-2.055502133	0.817039421	-2.515793094	0.011876488	0.054176622	---	---	---
ENSG00000212993.4	POU5F1B	43.03571105	-2.05536681	0.499836546	-4.112077894	3.92E-05	0.000577382	ENSG00000212993	ENST00000465342	5462
ENSG00000112414.13	ADGRG6	3.089360456	-2.055360533	1.393105605	-1.475380276	0.140110335	0.309937082	ENSG00000112414	ENST00000230173;ENST00000296932;ENST00000367608;ENST00000367609;ENST00000415128;ENST00000435011;ENST00000463637;ENST00000472054;ENST00000497898;ENST00000508295;ENST00000538281;ENST00000540208;ENST00000541199;ENST00000545477	57211
ENSG00000279801.1	NA	13.15186784	-2.052915482	0.656943126	-3.124951615	0.001778343	0.012713866	ENSG00000279801	ENST00000624282	---
ENSG00000281912.1	NA	6.096143179	-2.05272567	0.985550832	-2.082820697	0.03726757	0.123965524	ENSG00000281912	ENST00000626198	400752
ENSG00000232228.1	NA	3.385360837	-2.052034353	1.558792117	-1.316425924	0.188031126	0.37348357	ENSG00000232228	ENST00000441658	---
ENSG00000271743.1	NA	5.519157222	-2.051581288	1.151877181	-1.781076421	0.074899967	0.201570007	ENSG00000271743	ENST00000607368	---
ENSG00000178026.11	LRRC75B	9.927416652	-2.051576529	1.006234792	-2.038864633	0.04146354	0.133629164	ENSG00000178026	ENST00000318753;ENST00000404045;ENST00000446942;ENST00000460524;ENST00000464490;ENST00000465334;ENST00000491910;ENST00000495297	388886
ENSG00000259736.1	CRTC3-AS1	14.09543697	-2.050540115	0.69640746	-2.944454551	0.003235245	0.020258852	ENSG00000259736	ENST00000558105;ENST00000559531	101926895
ENSG00000258168.4	NA	14.08714772	-2.050158756	0.974769314	-2.103224553	0.035446145	0.119755132	ENSG00000258168	ENST00000546836;ENST00000547656;ENST00000548687;ENST00000548924;ENST00000549359;ENST00000549460;ENST00000549616;ENST00000551438	---
ENSG00000280953.1	NA	6.276657077	-2.048595921	0.949758753	-2.156964507	0.03100843	0.108632607	ENSG00000280953	ENST00000626518;ENST00000630252	101927381
ENSG00000169744.11	LDB2	9.999404716	-2.048566752	0.730563035	-2.804093081	0.005045834	0.028302341	ENSG00000169744	ENST00000304523;ENST00000441778;ENST00000502640;ENST00000503153;ENST00000503829;ENST00000504189;ENST00000504886;ENST00000506732;ENST00000507464;ENST00000508804;ENST00000508918;ENST00000509803;ENST00000510825;ENST00000512345;ENST00000513457;ENST00000515064	9079
ENSG00000200974.1	RNU4-87P	6.035010796	-2.047627465	0.835813823	-2.449860731	0.014291148	0.062142378	ENSG00000200974	ENST00000364104	---
ENSG00000238129.4	NA	3.99782207	-2.046855618	1.294131463	-1.581644274	0.113730801	0.270061032	ENSG00000238129	ENST00000416638;ENST00000611894	---
ENSG00000254373.1	NA	5.069313829	-2.043462324	0.937253257	-2.180266976	0.029237677	0.104671945	ENSG00000254373	ENST00000522428	---
ENSG00000259408.2	NA	8.155728786	-2.042762748	0.878368315	-2.325633466	0.020038113	0.079689365	ENSG00000259408	ENST00000560404	101929988
ENSG00000234208.1	NA	4.118170551	-2.042722654	0.955040213	-2.138886537	0.032444859	0.112243263	ENSG00000234208	ENST00000411969	---
ENSG00000265904.1	NA	5.277729382	-2.042102689	0.941076075	-2.169965577	0.030009454	0.106280635	---	---	---
ENSG00000248557.1	NA	4.059994421	-2.041707848	1.408948044	-1.449100878	0.147309413	0.320365474	ENSG00000248557	ENST00000505008	---
ENSG00000245105.2	A2M-AS1	450.8795734	-2.040681001	0.346901301	-5.882598287	4.04E-09	1.80E-07	ENSG00000245105	ENST00000499762	144571
ENSG00000121410.10	A1BG	10.84941425	-2.040521222	0.649710655	-3.140661471	0.001685668	0.012183573	ENSG00000121410	ENST00000263100;ENST00000595014;ENST00000596924;ENST00000598345;ENST00000600966	1
ENSG00000167633.15	KIR3DL1	17.20574673	-2.040385857	0.689427221	-2.959537708	0.00308101	0.019563356	ENSG00000167633	ENST00000326542;ENST00000358178;ENST00000391728	3811
ENSG00000276691.1	NA	14.20821152	-2.039425555	0.750867433	-2.716092701	0.006605742	0.034910576	ENSG00000276691	ENST00000615576	---
ENSG00000275186.1	NA	4.243682277	-2.039024682	0.989154267	-2.061381879	0.039266622	0.128718724	ENSG00000275186	ENST00000621571	---
ENSG00000138669.8	PRKG2	15.79149124	-2.038502945	0.673362986	-3.027346302	0.002467111	0.016438395	ENSG00000138669	ENST00000264399;ENST00000395578;ENST00000456882;ENST00000509169;ENST00000509474;ENST00000545647;ENST00000628926	5593
ENSG00000226711.5	FAM66C	19.23876468	-2.038412183	0.561312637	-3.631509519	0.000281768	0.002918253	ENSG00000226711	ENST00000372173;ENST00000420514;ENST00000438689;ENST00000454799;ENST00000456135;ENST00000535567;ENST00000540566;ENST00000541558;ENST00000544214	---
ENSG00000268355.1	NA	11.05177329	-2.035741658	0.753271625	-2.702533309	0.006881329	0.036044115	ENSG00000268355	ENST00000599316;ENST00000599770	---
ENSG00000165804.14	ZNF219	132.2420697	-2.035025413	0.341960296	-5.951057587	2.66E-09	1.23E-07	ENSG00000165804	ENST00000360947;ENST00000421093;ENST00000451119;ENST00000553296;ENST00000553980;ENST00000554478;ENST00000554923;ENST00000555270;ENST00000555697;ENST00000556101;ENST00000556174;ENST00000556944;ENST00000624093	51222
ENSG00000213213.12	CCDC183	3.176798613	-2.033121913	1.193812847	-1.703049116	0.088558877	0.226552855	ENSG00000213213	ENST00000338005;ENST00000371682;ENST00000430612;ENST00000479371;ENST00000481601;ENST00000484858;ENST00000496839;ENST00000609471	84960
ENSG00000174326.10	SLC16A11	6.209917858	-2.033101469	0.989556793	-2.05455764	0.039921751	0.130182248	ENSG00000174326	ENST00000308009;ENST00000447225;ENST00000573338;ENST00000574600	162515
ENSG00000149735.5	GPHA2	8.591259233	-2.033052134	1.334121572	-1.52388821	0.127536639	0.291788372	ENSG00000149735	ENST00000279168;ENST00000532246;ENST00000533257	170589
ENSG00000255825.1	NA	2.634271689	-2.031029331	1.341318287	-1.514203862	0.129974142	0.295277655	ENSG00000255825	ENST00000538067	---
ENSG00000154040.19	CABYR	12.29161686	-2.029648072	0.807395309	-2.513821977	0.01194307	0.054386164	ENSG00000154040	ENST00000327201;ENST00000399481;ENST00000399496;ENST00000399499;ENST00000415309;ENST00000463087;ENST00000486759;ENST00000577705;ENST00000579102;ENST00000579956;ENST00000581397;ENST00000581872;ENST00000582229;ENST00000584752;ENST00000585037;ENST00000621648;ENST00000625720;ENST00000627314;ENST00000631138	26256
ENSG00000173269.12	MMRN2	3.706696886	-2.029393872	1.308781726	-1.550597653	0.120998135	0.281376757	ENSG00000173269	ENST00000372027;ENST00000474994;ENST00000488950;ENST00000608090;ENST00000608753;ENST00000609457;ENST00000610081	79812
ENSG00000186136.1	TAS2R42	8.089916074	-2.02780719	0.777983399	-2.606491593	0.009147507	0.044715528	ENSG00000186136	ENST00000334266	353164
ENSG00000261758.1	NA	6.856660625	-2.027578141	0.907073411	-2.235296631	0.025397881	0.094640587	ENSG00000261758	ENST00000564748	---
ENSG00000171847.9	FAM90A1	2.574240719	-2.027431834	1.27126895	-1.594809528	0.110754836	0.265104418	ENSG00000171847	ENST00000307435;ENST00000442295;ENST00000538603	55138
ENSG00000179447.2	NA	11.40084506	-2.026740722	0.917266859	-2.209543169	0.027136883	0.099356616	ENSG00000179447	ENST00000319682	100130264
ENSG00000271215.1	RPL21P136	3.358376715	-2.026493142	1.261091009	-1.606936476	0.108068304	0.260753967	ENSG00000271215	ENST00000605378	---
ENSG00000232528.3	NA	31.23893101	-2.02628872	0.497651029	-4.071706083	4.67E-05	0.000667717	ENSG00000232528	ENST00000418979;ENST00000458670	100289473
ENSG00000198156.9	NPIPB6	7.899792288	-2.025865437	0.734217445	-2.759217246	0.005794	0.031605698	ENSG00000198156	ENST00000532254;ENST00000533640	728741
ENSG00000279822.1	NA	3.435628438	-2.023373147	1.396362813	-1.449031103	0.147328897	0.320365474	ENSG00000279822	ENST00000624848	---
ENSG00000080618.12	CPB2	2.834767027	-2.02326085	1.381743615	-1.464280948	0.143117201	0.314443146	ENSG00000080618	ENST00000181383;ENST00000439329	1361
ENSG00000182873.5	PRKCZ-AS1	15.86850375	-2.022864207	0.720646163	-2.807014471	0.0050003	0.028137218	ENSG00000182873	ENST00000333854;ENST00000444529	100506504
ENSG00000065833.8	ME1	12.5873026	-2.020764763	0.744484497	-2.714314096	0.006641316	0.035050242	ENSG00000065833	ENST00000369705	4199
ENSG00000226669.2	NA	4.565501088	-2.020741212	1.002487165	-2.015727764	0.043828451	0.139094001	ENSG00000226669	ENST00000438147	---
ENSG00000274461.1	NA	2.833101567	-2.019892395	1.41314796	-1.429356623	0.152901759	0.327476918	ENSG00000274461	ENST00000613658;ENST00000617518;ENST00000618591	---
ENSG00000233901.4	LINC01503	4.89696416	-2.019472001	1.190245557	-1.696685183	0.089756195	0.228495179	ENSG00000233901	ENST00000423122;ENST00000427109;ENST00000436710;ENST00000444125	100506119
ENSG00000229867.1	STEAP3-AS1	3.34264358	-2.019451668	1.102023569	-1.832494082	0.066877843	0.186745938	ENSG00000229867	ENST00000454260	100874111
ENSG00000274026.1	FAM27E3	4.529058407	-2.016929562	1.124543363	-1.79355428	0.07288434	0.197900474	ENSG00000274026	ENST00000418795;ENST00000614611	100131997
ENSG00000102383.12	ZDHHC15	26.44215407	-2.016553394	0.499488362	-4.037237998	5.41E-05	0.000750956	ENSG00000102383	ENST00000373367;ENST00000482827;ENST00000541184	158866
ENSG00000267263.1	NA	19.86278109	-2.015375996	0.592638935	-3.400681052	0.000672182	0.00584143	ENSG00000267263	ENST00000585369	---
ENSG00000168676.9	KCTD19	5.8646046	-2.015281814	1.017317263	-1.980976719	0.047593885	0.147330794	ENSG00000168676	ENST00000304372;ENST00000561625;ENST00000562721;ENST00000562841;ENST00000562860;ENST00000566295;ENST00000566392;ENST00000567976;ENST00000568736;ENST00000569333;ENST00000570049	146212
ENSG00000258230.2	NA	6.858783923	-2.014308232	0.841637074	-2.393321653	0.016696596	0.069705095	ENSG00000258230	ENST00000552036;ENST00000600133	---
ENSG00000240925.1	NA	22.83607833	-2.013112743	0.687901746	-2.926453894	0.003428503	0.021177573	ENSG00000240925	ENST00000479327	---
ENSG00000257495.4	KRT73-AS1	17.36749126	-2.012965268	0.521954454	-3.856591799	0.000114979	0.001396283	ENSG00000257495	ENST00000549180;ENST00000551089;ENST00000552364	100127967
ENSG00000225144.2	NA	8.095565077	-2.012153314	0.913463151	-2.202774475	0.027610648	0.100424307	ENSG00000225144	ENST00000445459	---
ENSG00000253629.1	NA	12.31780346	-2.01126738	0.62543406	-3.215794455	0.00130084	0.010032208	ENSG00000253629	ENST00000518749	---
ENSG00000215284.2	NA	3.650448992	-2.010465082	1.137429524	-1.767551342	0.077135939	0.205953564	ENSG00000215284	ENST00000399931	---
ENSG00000236883.1	NA	3.58642305	-2.010450991	1.423869662	-1.411962797	0.157960916	0.334893528	ENSG00000236883	ENST00000423276	---
ENSG00000235740.1	PHACTR2-AS1	71.01399096	-2.008800091	0.454053537	-4.424148099	9.68E-06	0.000173762	ENSG00000235740	ENST00000450575	---
ENSG00000274841.1	NA	9.665583813	-2.006395563	0.811834053	-2.47143558	0.013457179	0.059244077	ENSG00000274841	ENST00000615730	---
ENSG00000160284.13	SPATC1L	4.778804787	-2.006022041	1.160614019	-1.728414451	0.083913947	0.218010732	ENSG00000160284	ENST00000291672;ENST00000330205	84221
ENSG00000261656.4	BEAN1-AS1	2.574891365	-2.005755031	1.577538564	-1.271445958	0.203570042	0.394109847	ENSG00000261656	ENST00000564618;ENST00000567528;ENST00000569125	101927726
ENSG00000229839.5	NA	10.99373559	-2.005444312	0.676781864	-2.963206342	0.003044524	0.019381453	ENSG00000229839	ENST00000421323;ENST00000425966	---
ENSG00000163803.11	PLB1	138.9187077	-2.004394894	0.496898458	-4.033811864	5.49E-05	0.0007595	ENSG00000163803	ENST00000327757;ENST00000404858;ENST00000411743;ENST00000416713;ENST00000422425;ENST00000436544;ENST00000436775;ENST00000444257;ENST00000473272;ENST00000479065;ENST00000481449;ENST00000485642	151056
ENSG00000279184.1	NA	8.559758613	-2.002839065	0.933325537	-2.145916923	0.031879607	0.110800447	ENSG00000279184	ENST00000623959	---
ENSG00000184731.5	FAM110C	7.301622069	-2.002755292	0.919460805	-2.178184521	0.029392302	0.105036887	ENSG00000184731	ENST00000327669;ENST00000460464;ENST00000461026	642273
ENSG00000268170.2	NA	54.6888413	-2.000774771	0.500047998	-4.001165441	6.30E-05	0.000852414	ENSG00000268170	ENST00000595842	---
ENSG00000239992.1	TRBVA	2.593391507	-1.999982262	1.567426929	-1.27596523	0.20196781	0.392113949	ENSG00000239992	ENST00000498804	---
ENSG00000233478.1	NA	15.91287662	-1.999904087	0.620623186	-3.222412779	0.001271159	0.009843492	ENSG00000233478	ENST00000436991	---
ENSG00000200953.1	NA	16.77175473	-1.999752372	0.63948042	-3.127151838	0.001765087	0.012631522	ENSG00000200953	ENST00000364083	---
ENSG00000260617.1	NA	3.442875923	-1.999428168	1.226928265	-1.629621083	0.103181606	0.252702499	ENSG00000260617	ENST00000566114	---
ENSG00000234492.4	RPL34-AS1	17.84772575	-1.99937017	0.554647829	-3.604756145	0.000312446	0.0031614	ENSG00000234492	ENST00000506795;ENST00000507248;ENST00000509984;ENST00000510212	285456
ENSG00000128606.11	LRRC17	31.34636646	-1.99928565	0.565544926	-3.535149126	0.000407545	0.003903706	ENSG00000128606	ENST00000249377;ENST00000339431;ENST00000455453;ENST00000485478;ENST00000498487	10234
ENSG00000124507.9	PACSIN1	16.48722645	-1.998916646	0.556483851	-3.592047896	0.00032809	0.003286024	ENSG00000124507	ENST00000244458;ENST00000374043;ENST00000486120;ENST00000487760;ENST00000493633;ENST00000538621;ENST00000620693	29993
ENSG00000196553.12	LINC00238	14.13356418	-1.998734077	0.653239618	-3.059725748	0.002215398	0.015126852	ENSG00000196553	ENST00000359454;ENST00000389594;ENST00000411796;ENST00000432289;ENST00000436570;ENST00000450299;ENST00000636229	---
ENSG00000170962.11	PDGFD	73.73435103	-1.99842422	0.459969194	-4.344691445	1.39E-05	0.000238389	ENSG00000170962	ENST00000302251;ENST00000393158;ENST00000529268	80310
ENSG00000257947.1	NA	3.136556234	-1.997292962	1.118797267	-1.785214373	0.074226552	0.200397319	ENSG00000257947	ENST00000552558	---
ENSG00000279262.1	NA	6.776006631	-1.99708977	0.915500611	-2.181418282	0.029152493	0.104460378	ENSG00000279262	ENST00000623166	---
ENSG00000255329.1	H2AFZP4	18.13022446	-1.997008829	0.769935663	-2.593734678	0.009493972	0.046010867	ENSG00000255329	ENST00000534148	---
ENSG00000222898.1	RN7SKP97	4.225917246	-1.995058789	1.042279095	-1.91413106	0.055603412	0.164423982	ENSG00000222898	ENST00000410966	---
ENSG00000150672.15	DLG2	7.196861047	-1.994025875	0.759471776	-2.625543092	0.008651086	0.042825494	ENSG00000150672	ENST00000280241;ENST00000330014;ENST00000376104;ENST00000398299;ENST00000398301;ENST00000398304;ENST00000398309;ENST00000404783;ENST00000418306;ENST00000420775;ENST00000426717;ENST00000434967;ENST00000456295;ENST00000457267;ENST00000472545;ENST00000524601;ENST00000524941;ENST00000524982;ENST00000526147;ENST00000527088;ENST00000527466;ENST00000529111;ENST00000529159;ENST00000529399;ENST00000529401;ENST00000530260;ENST00000530589;ENST00000530800;ENST00000531015;ENST00000532653	1740
ENSG00000105409.14	ATP1A3	3.913219897	-1.993058569	0.972314676	-2.049808172	0.040383154	0.131112027	ENSG00000105409	ENST00000302102;ENST00000441343;ENST00000465007;ENST00000468774;ENST00000473086;ENST00000485672;ENST00000543770;ENST00000545399;ENST00000602133;ENST00000636197;ENST00000636258;ENST00000636282;ENST00000637406	478
ENSG00000256151.1	ADGRD1-AS1	3.753882064	-1.992823846	1.393173158	-1.430420788	0.152596286	0.327029483	ENSG00000256151	ENST00000536673;ENST00000542980	---
ENSG00000232710.1	NA	4.054517453	-1.992569841	0.985738212	-2.021398599	0.04323852	0.137681411	ENSG00000232710	ENST00000428786	---
ENSG00000258274.1	NA	23.84764171	-1.991249871	0.78293172	-2.543325069	0.010980302	0.051167136	ENSG00000258274	ENST00000550287;ENST00000551107	101928731
ENSG00000242154.1	NA	38.95700135	-1.989858405	0.401176316	-4.960059525	7.05E-07	1.83E-05	ENSG00000242154	ENST00000476569	---
ENSG00000126895.12	AVPR2	4.978171379	-1.989522282	0.964539112	-2.062666259	0.039144348	0.128442222	ENSG00000126895	ENST00000337474;ENST00000358927;ENST00000370049;ENST00000430697;ENST00000434679	554
ENSG00000276699.1	TRAJ36	25.68930317	-1.988595557	0.629403345	-3.159493151	0.001580438	0.011578321	ENSG00000276699	ENST00000614481	---
ENSG00000227071.1	FOCAD-AS1	3.321150177	-1.988048618	1.429194232	-1.391027597	0.164217058	0.343125652	ENSG00000227071	ENST00000439876;ENST00000445051	---
ENSG00000257494.1	NA	9.785506479	-1.986708199	0.722195364	-2.750929037	0.005942652	0.03223036	ENSG00000257494	ENST00000547401	---
ENSG00000198185.10	ZNF334	4.9212155	-1.984578951	1.303164587	-1.522892021	0.127785722	0.292014728	ENSG00000198185	ENST00000347606;ENST00000457685;ENST00000593880;ENST00000596323;ENST00000615481;ENST00000625284	55713
ENSG00000227073.1	SDHDP2	3.588781396	-1.984218548	1.438005269	-1.379840945	0.167635623	0.347373649	ENSG00000227073	ENST00000436937	---
ENSG00000205890.3	NA	41.64830147	-1.983692835	0.665948742	-2.978747027	0.002894296	0.018650471	ENSG00000205890	ENST00000382225	100128770
ENSG00000243488.3	RN7SL337P	3.267697284	-1.983623035	1.275269586	-1.555453887	0.119838009	0.279657352	ENSG00000243488	ENST00000462468	---
ENSG00000146122.15	DAAM2	44.31700679	-1.982850427	0.986263918	-2.010466357	0.044381853	0.140186862	ENSG00000146122	ENST00000274867;ENST00000398904;ENST00000405961;ENST00000475489;ENST00000491083;ENST00000494405;ENST00000496787;ENST00000538976;ENST00000631498;ENST00000632657;ENST00000633794	23500
ENSG00000268798.1	NA	3.599989258	-1.982550795	1.129589487	-1.755107336	0.07924095	0.209848659	ENSG00000268798	ENST00000594262	---
ENSG00000249159.5	NA	3.001274435	-1.982067885	1.563159194	-1.267988502	0.204802057	0.395345848	ENSG00000249159	ENST00000512406;ENST00000607662	---
ENSG00000254577.1	NA	8.808156841	-1.981796235	0.752504326	-2.633601119	0.008448467	0.042112662	ENSG00000254577	ENST00000394183	---
ENSG00000167123.17	CERCAM	4.98474013	-1.981587988	0.891335312	-2.223167827	0.026204485	0.096879647	ENSG00000167123	ENST00000372838;ENST00000372842;ENST00000411852;ENST00000420034;ENST00000420512;ENST00000447915;ENST00000463535;ENST00000472858;ENST00000483737;ENST00000483893;ENST00000487001;ENST00000493788;ENST00000612334;ENST00000613052	51148
ENSG00000165349.10	SLC7A3	3.261400665	-1.981199931	1.629312839	-1.215972699	0.223995322	0.41925289	ENSG00000165349	ENST00000298085;ENST00000374299	84889
ENSG00000147234.9	FRMPD3	13.17129737	-1.980705143	0.896066663	-2.210443961	0.027074366	0.099209236	ENSG00000147234	ENST00000276185;ENST00000439554;ENST00000477796	84443
ENSG00000260060.1	NA	6.542916352	-1.976858894	0.912981416	-2.165278351	0.030366375	0.107095456	ENSG00000260060	ENST00000565152	---
ENSG00000274554.1	NA	31.0825525	-1.974291715	0.543388665	-3.633295728	0.000279824	0.002904527	ENSG00000274554	ENST00000617795	---
ENSG00000249912.1	TRBV26	13.9929773	-1.97346103	0.816172731	-2.417945314	0.015608422	0.06632781	ENSG00000249912	ENST00000456572	---
ENSG00000276030.1	NA	4.180526961	-1.973371505	1.054217063	-1.87188348	0.061222726	0.175715152	ENSG00000276030	ENST00000620377	---
ENSG00000233099.1	NA	6.690335456	-1.972428002	0.930293062	-2.120222201	0.033987311	0.116100459	ENSG00000233099	ENST00000436206	---
ENSG00000226383.4	LINC01876	5.523013198	-1.971706518	1.006231008	-1.959496877	0.050054625	0.152957592	ENSG00000226383	ENST00000428651;ENST00000448255;ENST00000635799;ENST00000636956;ENST00000637324;ENST00000637476;ENST00000637554;ENST00000637665;ENST00000638047	101929378
ENSG00000279366.1	NA	18.42412658	-1.970392568	0.527535545	-3.735089674	0.000187648	0.002111925	ENSG00000279366	ENST00000625002	---
ENSG00000211854.1	TRAJ35	35.19582665	-1.970306649	0.431564658	-4.56549584	4.98E-06	9.75E-05	ENSG00000211854	ENST00000390502	---
ENSG00000161509.12	GRIN2C	4.895889653	-1.970239184	0.893155251	-2.205931368	0.027388806	0.09993942	ENSG00000161509	ENST00000293190;ENST00000347612;ENST00000578159;ENST00000584176;ENST00000584496	2905
ENSG00000236188.1	PRKX-AS1	3.058935454	-1.970061707	1.192664255	-1.65181584	0.098572099	0.24471784	ENSG00000236188	ENST00000414074	100873944
ENSG00000122547.9	EEPD1	216.6244097	-1.969635017	0.331653217	-5.938838872	2.87E-09	1.32E-07	ENSG00000122547	ENST00000242108;ENST00000444777;ENST00000468591;ENST00000487069;ENST00000534978	80820
ENSG00000267249.1	NA	7.785195474	-1.969390342	1.236167935	-1.593141422	0.111128469	0.265710803	ENSG00000267249	ENST00000585877	---
ENSG00000234577.1	SYNE1-AS1	13.14355192	-1.969214094	0.664129852	-2.965104018	0.003025806	0.019293379	ENSG00000234577	ENST00000412161	---
ENSG00000271749.1	NA	2.713374824	-1.968613155	1.317513225	-1.494188534	0.135126349	0.302811263	ENSG00000271749	ENST00000606610	---
ENSG00000232751.1	NA	3.609562575	-1.967665493	1.105248706	-1.780292057	0.075028176	0.201780258	ENSG00000232751	ENST00000433683	---
ENSG00000211692.1	TRGJP1	14.78859107	-1.964620094	0.530201189	-3.705423781	0.000211038	0.002310886	ENSG00000211692	ENST00000390339	---
ENSG00000139985.6	ADAM21	4.658500647	-1.963762871	1.169329298	-1.679392515	0.093075571	0.234489114	ENSG00000139985	ENST00000603540	8747
ENSG00000187079.13	TEAD1	12.9832387	-1.962917945	1.567887671	-1.251950622	0.210587857	0.403003417	ENSG00000187079	ENST00000334310;ENST00000525312;ENST00000526600;ENST00000527376;ENST00000527575;ENST00000527636;ENST00000638666	7003
