id	sample_12_SRR988499_PE	sample_10_SRR988501_PE	sample_8_SRR988503_PE	sample_6_SRR988505_PE	sample_4_SRR988507_PE	sample_11_SRR988500_PE	sample_9_SRR988502_PE	sample_7_SRR988504_PE	sample_5_SRR988506_PE	sample_3_SRR988508_PE	sample_2_SRR988509_PE	sample_1_SRR988510_PE
ENSG00000050426.14	1.416640507	1.38039216	1.213517757	1.204662512	1.509336958	1.078456818	1.121887985	1.405004665	1.069668097	1.166726056	1.606273853	1.281033367
ENSG00000050438.15	0.447158031	0.315970345	0.305351369	0.318063335	0.50242712	0.045322979	0.307496038	0.195899652	0.120573931	0.542825427	0.5774918	0.290034611
ENSG00000050730.14	0.152288344	0.33243846	0.130333768	0.152288344	0.517195898	0.447158031	0.075546961	0	0.093421685	0.334453751	0.11058971	0.252853031
ENSG00000050748.16	1.227372442	1.046495164	1.031004281	1.042969073	1.255031163	0.812244697	0.827369273	0.956648579	0.896526217	1.082426301	1.318897715	1.086003706
ENSG00000051009.9	0.977266212	1.075181855	0.938519725	0.863917377	0.939019776	0.750508395	0.665580991	0.812244697	0.715167358	0.745074792	1.140508043	0.974971994
ENSG00000051108.13	1.777354313	1.531734309	1.854002233	1.766710207	1.732795698	1.772541733	1.713742478	1.515873844	1.61658053	1.779018972	1.724111954	1.65195607
ENSG00000051128.17	1.082066934	0.877371346	0.719331287	0.749736316	0.796574333	0.459392488	1.006893708	0.924795996	0.694605199	0.404833717	1.242541428	0.771587481
ENSG00000051382.7	1.401055726	1.055378331	1.262213705	1.373463722	1.36398783	1.164055292	0.920123326	1.140508043	1.065579715	1.311117843	1.371252629	1.42143939
ENSG00000051523.9	2.094331349	2.097222593	2.011950866	1.988870966	1.859378504	1.984707294	1.958085849	2.086110574	1.931203525	1.875350697	1.816506437	1.957990178
ENSG00000051596.8	0.812913357	1.023663918	0.958085849	1.028164419	1.320769228	0.811575006	0.575187845	0.818225894	0.913813852	0.986323777	0.7930916	0.87909588
ENSG00000051620.9	1.181843588	1.151063253	1.155336037	1.151063253	1.176091259	1.138618434	1.182414652	1.13001195	1.07809415	1.121231455	1.124178055	1.206556044
ENSG00000051825.13	1.412964272	1.42894429	1.302330929	1.402089351	1.686010291	1.112269768	1.331022171	1.432006687	1.093771781	1.294686624	1.762678564	1.362293938
ENSG00000052126.13	0.655138435	0.414973348	0.551449998	0.540329475	0.553883027	0.252853031	0.170261715	0.361727836	0.290034611	0.330413773	0.716837723	0.629409599
ENSG00000052344.14	0.068185862	0.217483944	0.068185862	0.158362492	0.267171728	0	0	0	0.079181246	0.033423755	0.301029996	0.100370545
ENSG00000052723.10	1.330007701	1.28057837	1.093421685	1.105169428	1.249198357	1.125481266	1.048053173	1.226599905	1.028164419	1.090610708	1.37821615	1.283979284
ENSG00000052749.12	1.39375064	1.324488233	1.137037455	1.314288661	1.302547372	0.965671971	0.822821645	0.998259338	0.906873535	1.009875634	1.364738555	1.261738547
ENSG00000052795.11	0.84509804	0.809559715	0.838219222	0.7930916	1.056904851	0.84260924	0.812244697	0.874481818	0.656098202	0.848189117	0.969415912	0.764176132
ENSG00000052802.11	1.160768562	1.057666104	0.791690649	0.983626287	1.298197867	1.004321374	1.221414238	1.282395505	0.998695158	1.020775488	1.114944416	1.088136089
ENSG00000052841.13	2.066325925	1.979047327	1.919182729	2.011908613	2.120475217	1.632356046	1.580126325	1.818093869	1.604226053	1.894316063	2.165363051	1.988870966
ENSG00000053108.15	0.465382851	0.541579244	0.618048097	0.214843848	0.46686762	0	0.037426498	0.222716471	0.155336037	0.485721426	0.565847819	0.411619706
ENSG00000053254.14	1.717004407	1.751279104	1.766784515	1.715669142	1.73183042	1.297979244	1.27600199	1.706290957	1.261500773	1.488550717	2.024485668	1.574956776
ENSG00000053371.11	0.778874472	0.648360011	0.574031268	0.525044807	0.764922985	0.428134794	0.301029996	0.509202522	0.434568904	0.5289167	0.600972896	0.648360011
ENSG00000053372.4	0.551449998	0.456366033	0.328379603	0.158362492	0.552668216	0.315970345	0.1430148	0.041392685	0.190331698	0.567026366	0.519827994	0.264817823
ENSG00000053438.8	1.179838928	0.611723308	0.523746467	0.568201724	0.550228353	0.071882007	0.181843588	0.086359831	0.328379603	0.369215857	0.491361694	0.394451681
ENSG00000053501.11	0.914343157	1.080626487	1.027349608	0.843855423	0.808885867	0.851258349	0.903632516	0.965671971	0.809559715	1.034628457	1.066325925	0.782472624
ENSG00000053524.10	0.588831726	0.610660163	0.401400541	0.71432976	0.431363764	0.195899652	0.164352856	0.049218023	0.247973266	0.389166084	0.567026366	0.50242712
ENSG00000053702.13	0.556302501	0.33243846	0.459392488	0.480006943	0.394451681	0.079181246	0.10720997	0.222716471	0.071882007	0.320146286	0.684845362	0.396199347
ENSG00000053770.10	1.303196057	1.171433901	1.330007701	1.281487888	1.356025857	1.288025535	1.196728723	1.340444115	1.169968174	1.331022171	1.311753861	1.293583513
ENSG00000053900.9	1.389343311	1.393399695	1.427648371	1.334252642	1.385427515	1.266466895	1.178113252	1.460597189	1.180125875	1.2757719	1.375297738	1.471291711
ENSG00000053918.14	0.414973348	0.390935107	0.770115295	0.629409599	0.184691431	0.428134794	0.320146286	0.247973266	0.352182518	0.507855872	0.693726949	0.403120521
ENSG00000054116.10	1.391816924	1.443106457	1.354684554	1.32056168	1.502973059	1.451018452	1.448397103	1.635885685	1.308777774	1.32407658	1.354108439	1.313234292
ENSG00000054118.12	1.455606113	1.450095076	1.423081958	1.311753861	1.42894429	1.084576278	1.26927939	1.320146286	1.116607744	1.346744055	1.659631012	1.462697408
ENSG00000054148.16	0.712649702	0.657055853	0.657055853	0.465382851	0.807535028	0.702430536	0.56937391	0.851258349	0.428134794	0.838219222	0.860338007	0.7084209
ENSG00000054219.10	1.349860082	1.403977964	1.331629718	1.346352974	1.379124146	1.244771761	1.197004728	1.337059726	1.347134783	1.362293938	1.40790054	1.483301952
ENSG00000054267.19	1.725911632	1.752278985	1.683947131	1.676236217	1.8309093	1.82672252	1.773054693	1.689841409	1.666049738	1.697316542	1.715501945	1.74694541
ENSG00000054277.11	0.765668555	0.804139432	0.587710965	0.469822016	0.615950052	0.605305046	0.487138375	0.614897216	0.489958479	0.50242712	0.650307523	0.650307523
ENSG00000054282.14	1.123198075	0.930439595	1.014520539	0.954242509	1.082426301	1.117602692	1.007320953	1.116607744	0.769377326	1.025715384	1.066325925	1.127104798
ENSG00000054392.11	0.591064607	0.376576957	0.505149978	0.399673721	0.673941999	0.298853076	0.217483944	0.305351369	0.204119983	0.413299764	0.78604121	0.661812686
ENSG00000054523.15	1.129689892	1.031004281	1.101747074	1.097604329	1.002597981	1.108903128	1.105510185	0.987666265	1.095169351	1.193124598	1.221674997	1.14113609
ENSG00000054611.12	1.36660971	1.289142836	1.549983611	1.468937806	1.094471129	1.273001272	1.111262514	1.148910993	1.368286885	1.417305583	1.32858345	1.098643726
ENSG00000054654.14	2.173739714	2.072507236	1.944680034	2.026124517	2.161457847	1.622731965	1.610766595	1.730701544	1.668851648	1.845035994	2.303260873	1.994053064
ENSG00000054690.12	0.238046103	0.382017043	0.387389826	0.365487985	0.589949601	0.193124598	0.173186268	0.089905111	0.278753601	0.130333768	0.465382851	0.220108088
ENSG00000054793.12	0.380211242	0.330413773	0.292256071	0.471291711	0.276461804	0.250420002	0.193124598	0.149219113	0.250420002	0.190331698	0.465382851	0.409933123
ENSG00000054965.9	1.543074235	1.492620722	1.516535374	1.459995256	1.509874285	1.169968174	1.196728723	1.337658891	1.220631019	1.433129518	1.625415352	1.488127496
ENSG00000054967.11	1.371252629	1.353723938	1.374931554	1.294466226	1.159867847	1.098643726	1.128399269	1.124830149	1.101059355	1.183269844	1.26245109	1.26927939
ENSG00000054983.15	1.587935349	1.41447195	1.421768401	1.375846436	1.542825427	1.696356389	1.517987203	1.359266165	1.442479769	1.528402438	1.555215405	1.558468563
ENSG00000055044.9	1.401055726	1.245512668	1.150449409	1.290924559	1.417305583	1.123851641	1.159567193	1.421274791	0.997386384	1.220892249	1.327358934	1.337059726
ENSG00000055070.15	1.772028165	1.916559219	1.838597253	1.721480855	1.744918542	1.85388065	1.852540986	1.899711095	1.789157492	1.867703133	1.738859802	1.817763632
ENSG00000055118.13	0.515873844	0.492760389	0.380211242	0.457881897	0.209515015	0.80140371	0.348304863	0.139879086	0.50242712	0.247973266	0.209515015	0.371067862
ENSG00000055130.14	1.110926242	1.146128036	1.136086097	1.080987047	1.297322714	1.328379603	1.378761175	1.437433444	1.236033147	1.362482475	1.282395505	1.115277591
ENSG00000055147.16	1.425208051	1.354876423	1.219322508	1.155943018	1.247482261	1.202488317	1.133858125	1.418467021	1.028571253	1.170261715	1.252367514	1.178113252
ENSG00000055163.17	2.161876877	2.165867268	2.054766218	2.056256736	2.236411288	1.546912643	1.630122643	1.848250715	1.752739694	1.957942335	2.386802063	2.126845441
ENSG00000055208.16	1.712397131	1.656098202	1.66143405	1.682415862	1.659060072	1.542078146	1.449478399	1.481012421	1.496098992	1.55278985	1.730540036	1.627775375
ENSG00000055211.11	1.441380885	1.224014811	1.369957607	1.239799818	1.195899652	1.327358934	1.101403351	1.301680949	1.117933835	1.162564407	1.223236273	1.278067331
ENSG00000055332.15	1.469969209	1.547159121	1.44357588	1.307496038	1.360214613	1.967735132	2.116042927	1.72566666	1.884342148	1.948217294	1.597804842	1.59736605
ENSG00000055483.18	1.479431337	1.322426052	1.329194415	1.413634997	1.612147838	0.835690571	0.954242509	1.268343914	1.009450896	1.267875419	1.661149857	1.303412071
ENSG00000055609.16	1.785329835	1.590172832	1.632052167	1.608739919	1.633266411	1.204933522	1.240299582	1.510679031	1.320354033	1.379305518	1.813514272	1.67660217
ENSG00000055732.11	0.484299839	0.222716471	0.089905111	0.133538908	0.245512668	0.029383778	0.033423755	0.305351369	0.11058971	0.206825876	0.322219295	0.220108088
ENSG00000055917.14	1.636989102	1.565139152	1.869759595	1.905957699	1.680244837	1.830716949	1.730943693	1.408748606	1.794139356	1.869994	1.754959588	1.493458051
ENSG00000055950.15	0.92992956	1.225050696	1.143951116	0.985426474	1.23146959	0.932473765	1.090610708	1.049992857	0.960946196	1.312177356	1.060320029	0.995635195
ENSG00000055955.14	0.866877814	0.641474111	0.564666064	0.324282455	0.45484486	0.729974286	0.396199347	0.471291711	0.436162647	0.568201724	0.728353782	0.158362492
ENSG00000056050.6	0.53529412	0.860338007	0.42975228	0.344392274	1.030599722	0.794488047	0.600972896	0.563481085	0.718501689	0.46834733	1.117933835	0.521138084
ENSG00000056097.14	1.714999967	1.759138816	1.651859269	1.70808081	1.853028615	1.459995256	1.483587297	1.524915148	1.444981112	1.515741417	1.72566666	1.674952948
ENSG00000056277.14	0.654176542	0.739572344	0.565847819	0.561101384	0.863917377	0.514547753	0.551449998	0.5774918	0.480006943	0.559906625	0.906873535	0.703291378
ENSG00000056558.9	1.070776463	1.073351702	0.960470778	1.034227261	1.180412633	0.682145076	0.5132176	0.769377326	0.658964843	0.739572344	1.342225229	0.989449818
ENSG00000056586.14	1.426185825	1.305136319	1.230193379	1.243534102	1.32407658	1.298853076	1.166726056	1.315340477	1.197280558	1.247727833	1.543695632	1.264817823
ENSG00000056736.8	0.408239965	0.64246452	0.225309282	0.23299611	0.426511261	0.1430148	0.324282455	0.243038049	0.204119983	0.403120521	0.633468456	0.481442629
ENSG00000056972.17	1.087781418	1.151063253	0.976808337	1.15624619	1.196728723	0.926856709	0.588831726	0.689308859	0.924279286	0.991226076	1.149834697	0.848804701
ENSG00000057019.14	0.540329475	0.645422269	0.7355989	0.716837723	0.751279104	0.278753601	0.6599162	0.482873584	0.588831726	0.718501689	0.862727528	0.736396502
ENSG00000057252.11	1.555336328	1.537189226	1.59736605	1.6203443	1.566083784	1.388278863	1.398113692	1.462397998	1.468199586	1.530967682	1.549983611	1.593396842
ENSG00000057294.12	0.260071388	0.498310554	0.161368002	0.431363764	0.149219113	0.127104798	0.193124598	0.021189299	0.079181246	0.041392685	0.181843588	0.133538908
ENSG00000057608.15	2.312262006	2.127461163	2.116209126	2.132515835	2.326929537	2.295435142	2.199618068	2.153631965	2.231877187	2.204960614	2.207311151	2.277379975
ENSG00000057657.13	1.568788212	1.527114112	1.605735894	1.594723946	1.552424846	1.673020907	1.755417463	1.51295108	1.650501795	1.8109714	1.750122527	1.556543708
ENSG00000057663.11	1.309843005	1.121559844	0.991669007	0.868644438	1.314288661	1.22685757	1.258876629	1.209515015	0.946452265	1.112939976	1.201943063	1.23578087
ENSG00000057704.9	1.204662512	1.046104787	1.188928484	1.163161375	1.007747778	0.913813852	0.698100546	1.029383778	0.907411361	0.857332496	1.102090526	0.993876915
ENSG00000057757.8	1.47099817	1.731910942	1.43055877	1.640083731	1.481585936	1.468937806	1.518250651	1.627468272	1.59736605	1.325925956	1.706717782	1.621176282
ENSG00000057935.12	0.834420704	0.706717782	0.579783597	0.674861141	0.99343623	0.318063335	0.184691431	0.45484486	0.369215857	0.774516966	0.824776462	0.645422269
ENSG00000058056.7	0.31386722	0.281033367	0.361727836	0.403120521	0.404833717	0.206825876	0.133538908	0.096910013	0.178976947	0.350248018	0.465382851	0.264817823
ENSG00000058063.14	2.003331259	1.946206554	1.834547858	1.881840968	2.015150103	1.905634001	1.828595456	1.862012051	1.770778396	1.915874503	1.974189191	2.188675423
ENSG00000058091.15	1.335658452	1.148294097	1.225567713	1.292256071	1.339650158	0.831229694	0.879669206	0.846955325	0.840733235	1.009025742	1.107888025	1.345569756
ENSG00000058262.8	1.471438407	1.517459827	1.360214613	1.340047318	1.64777405	1.333245699	1.235275877	1.317645543	1.198657087	1.339650158	1.367728546	1.491361694
ENSG00000058272.14	2.174117981	2.115876664	2.144574208	2.183867477	2.141355692	2.091350352	1.97708312	2.047547433	1.978864984	2.079904468	2.098505283	2.278387725
ENSG00000058453.15	0.315970345	0.531478917	0.551449998	0.42975228	0.365487985	0.08278537	0.247973266	0.413299764	0.340444115	0.301029996	0.301029996	0.477121255
ENSG00000058600.14	1.265760917	1.286231854	1.074816441	1.085647288	1.297760511	0.62324929	1	1.063333359	0.88536122	1.142702246	1.390051496	1.120573931
ENSG00000058668.13	1.282395505	1.345373731	1.335858911	1.362293938	1.512016969	0.88536122	0.751279104	0.84135947	0.958563883	1.088136089	1.552546548	1.281941933
ENSG00000058673.14	2.113241232	1.980503318	1.980003372	2.028286509	2.123361559	2.07044425	2.014058277	1.994361152	2.04363731	2.016573746	2.033504173	2.081059123
ENSG00000058729.9	1.108226656	1.133219457	1.053078443	1.307282047	1.252124553	0.754348336	0.965201701	0.978636948	0.819543936	1.1430148	1.242789809	1.061075324
ENSG00000058799.12	1.456366033	1.42258984	1.309417226	1.350829274	1.294025094	1.426673888	1.260548373	1.243534102	1.252610341	1.415140352	1.41564098	1.461348434
ENSG00000058804.11	1.209515015	0.932473765	0.859738566	0.990338855	1.1752218	0.848804701	1.063333359	1.336659823	0.910090546	0.998259338	1.048830087	0.977723605
ENSG00000058866.13	0.80140371	0.810904281	0.828659897	0.655138435	0.971739591	0.290034611	0.269512944	0.426511261	0.361727836	0.385606274	0.821513528	0.675778342
ENSG00000059122.15	0.747411808	0.857332496	0.954242509	0.62838893	0.612783857	0.527629901	0.397940009	0.951823035	0.411619706	0.820201459	1.333447274	0.792391689
ENSG00000059145.17	0.73239376	0.673020907	0.720159303	0.624282096	0.315970345	0.29666519	0.610660163	0.645422269	0.572871602	0.952792443	0.717670503	0.46834733
ENSG00000059377.14	1.744371227	1.714664993	1.818555779	1.732152418	1.624694531	1.403806611	1.344195716	1.255272505	1.424718337	1.415474168	1.76260355	1.696880372
ENSG00000059378.11	1.56205483	1.556423121	1.356408327	1.356025857	1.614264287	1.820529849	1.796157877	1.702861171	1.688864568	1.929214504	1.59747579	1.461648568
ENSG00000059573.7	0.383815366	0.552668216	0.484299839	0.324282455	0.649334859	0.245512668	0.33243846	0.303196057	0.294466226	0.45331834	0.667452953	0.45484486
ENSG00000059588.8	1.419460073	1.190331698	1.262213705	1.308564414	1.306210508	1.062957834	1.044147621	1.015359755	0.95230801	1.287129621	1.481442629	1.31344537
ENSG00000059691.10	0.611723308	0.596597096	0.451786436	0.614897216	0.769377326	0.618048097	0.728353782	0.779596491	0.51054501	0.619093331	0.761175813	0.597695186
ENSG00000059728.9	2.393540107	2.272954945	2.447142521	2.392186753	2.180670553	2.297716751	2.324200117	2.102982231	2.27223624	2.32170197	2.431653197	2.366665721
ENSG00000059758.6	2.010978012	1.837272703	1.776991585	1.900530982	2.05751396	1.88098499	1.785685668	1.717836867	1.802910489	1.90439092	1.950218767	1.8109714
ENSG00000059769.18	0.613841822	0.40654018	0.315970345	0.428134794	0.503790683	0.354108439	0.247973266	0.62324929	0.342422681	0.463892989	0.51054501	0.505149978
ENSG00000059804.14	2.185627136	2.017116849	2.239149265	2.170525733	1.980594156	2.197170247	2.048053173	1.87667961	2.115510662	2.042811692	1.871923032	2.364888545
ENSG00000059915.15	0.238046103	0.089905111	0.222716471	0.155336037	0.161368002	0.342422681	0.290034611	0.075546961	0.257678575	0.08278537	0.255272505	0.178976947
ENSG00000060069.15	0.481442629	0.58546073	0.431363764	0.561101384	0.752816431	0.411619706	0.416640507	0.698100546	0.285557309	0.530199698	0.912222057	0.541579244
ENSG00000060138.11	2.486954433	2.770726858	3.000256158	2.946761663	2.392450725	3.14691216	3.139053773	2.606650029	3.120402812	3.010397492	2.346489893	2.775042181
ENSG00000060140.7	0.071882007	0.008600172	0.025305865	0.025305865	0.075546961	0.049218023	0.123851641	0.06069784	0.130333768	0.075546961	0.320146286	0.053078443
ENSG00000060237.15	2.327849155	2.349374674	2.377124042	2.433689846	2.221674997	2.043440876	2.161278139	2.062243441	2.240174695	2.162385156	2.513763455	2.423769989
ENSG00000060339.12	1.532117116	1.48756256	1.531478917	1.556905269	1.607776604	1.255031163	1.382017043	1.454997217	1.328175661	1.480150725	1.504334912	1.704407927
ENSG00000060491.15	1.212986185	1.186673867	1.149527014	0.990782692	1.027349608	1.062957834	1.10754913	1.236033147	1.164650216	1.214313897	1.14332713	1.029789471
ENSG00000060558.3	0.544068044	0.712649702	0.664641976	0.687528961	0.661812686	0.511883361	0.700703717	0.657055853	0.526339277	0.73239376	0.775974331	0.710117365
ENSG00000060642.9	0.726727209	0.692846919	0.563481085	0.431363764	0.772321707	0.292256071	0.7084209	0.356025857	0.403120521	0.396199347	0.457881897	0.423245874
ENSG00000060688.11	1.532754379	1.426023016	1.247973266	1.484584529	1.283979284	1.003460532	0.950851459	1.159266331	1.086715664	1.240049772	1.371252629	1.303196057
ENSG00000060749.13	1.218797998	1.214843848	1.242541428	1.299289334	1.312811826	0.977723605	0.971275849	0.91750551	0.948412966	1.200576927	1.261976191	1.150449409
ENSG00000060762.17	1.180985581	1.264817823	1.238798563	1.136403448	1.463146137	1.474070503	1.319314304	1.388101202	1.164352856	1.214048679	1.189770956	1.101059355
ENSG00000060971.16	0.72427587	0.761927838	0.935507266	0.870988814	0.872156273	1.031408464	0.741151599	0.697229343	0.770115295	0.961895474	0.810904281	0.781755375
ENSG00000060982.13	0.463892989	0.344392274	0.645422269	0.356025857	0.845718018	0.416640507	0.45484486	0.209515015	0.214843848	0.547774705	0.743509765	0.631443769
ENSG00000061273.16	1.04060234	1.176380692	1.173768823	1.19893187	1.119255889	0.841984805	0.786751422	0.742725131	0.913813852	1.085290578	1.366796383	1.078819183
ENSG00000061676.13	0.627365857	0.315970345	0.641474111	0.344392274	0.390935107	0.372912003	0.269512944	0.670245853	0.361727836	0.498310554	0.401400541	0.673941999
ENSG00000061794.11	0.960470778	1.128076013	0.81756537	0.813580989	0.976808337	0.918030337	0.930439595	1.191730393	0.783903579	1.056142262	1.064457989	0.996073654
ENSG00000061918.11	0.419955748	0.45331834	0.596597096	0.840733235	0.491361694	0.728353782	0.64246452	0.672097858	0.88422877	0.745074792	0.653212514	0.459392488
ENSG00000061936.8	1.683677299	1.723619836	1.638489257	1.680154142	1.741309209	1.359076226	1.385427515	1.586587305	1.362482475	1.627673032	1.693375151	1.624178926
ENSG00000061938.15	0.78604121	0.903089987	0.876794976	0.810232518	0.772321707	0.562292864	0.635483747	0.638489257	0.645422269	0.740362689	1.063708559	0.607455023
ENSG00000061987.13	1.580810973	1.510142699	1.634174872	1.659250469	1.636186895	1.347720217	1.183269844	1.31302311	1.360214613	1.507990725	1.653115993	1.577606677
ENSG00000062194.14	2.033303101	1.967875446	1.789298611	1.932879458	2.10054285	2.290435314	2.290502061	2.100749526	2.072911316	2.195539897	1.940815209	1.990871405
ENSG00000062282.13	1.524655712	1.494154594	1.447002898	1.455453969	1.276691529	0.962369336	0.707570176	0.900367129	0.992553518	1.053462605	1.2929203	1.540954809
ENSG00000062485.17	1.615844883	1.502153893	1.484157424	1.502153893	1.62324929	1.236033147	1.243781916	1.471878199	1.15896526	1.432006687	1.705350463	1.568436414
ENSG00000062582.12	1.337459261	1.479431337	1.312177356	0.956648579	1.409933123	1.247482261	1.183269844	1.364738555	1.228656958	1.416640507	1.390051496	1.278524965
ENSG00000062598.16	1.39497672	1.419460073	1.296884476	1.277150614	1.388988785	1.347915187	1.203576775	1.225050696	1.292699003	1.349083169	1.502563669	1.247482261
ENSG00000062650.16	1.605628222	1.460747542	1.436480695	1.443262987	1.567496891	1.401228167	1.326949994	1.391816924	1.280350693	1.368844507	1.50174373	1.505828034
ENSG00000062716.9	2.798111758	2.700625849	2.726433778	2.703695385	2.663144748	2.892562053	2.695674264	2.620292248	2.612752078	2.629562493	2.675375012	2.635252464
ENSG00000062725.8	1.269512944	1.122870923	1.030599722	1.151676231	1.30920418	1.098643726	1.064083436	1.13289977	1.070776463	1.037426498	1.218272854	1.228656958
ENSG00000062822.11	0.378397901	0.404833717	0.344392274	0.29666519	0.367355921	0.230448921	0.292256071	0.33243846	0.204119983	0.531478917	0.350248018	0.195899652
ENSG00000063046.16	2.172018809	2.275403503	2.051268319	1.955302823	2.295083059	1.69818757	1.727134424	2.068185862	1.695043659	1.876391062	2.279552881	2.164085057
ENSG00000063127.14	0.686636269	0.281033367	0.330413773	0.243038049	0.201397124	0.320146286	0.079181246	0.779596491	0.303196057	0.28780173	0.440909082	0.278753601
ENSG00000063169.9	0.071882007	0.50242712	0.374748346	0.31386722	0.086359831	0.127104798	0.086359831	0.033423755	0.130333768	0.278753601	0.705007959	0.079181246
ENSG00000063176.14	0.605305046	0.697229343	0.42975228	0.421603927	0.434568904	0.28780173	0.120573931	0.33243846	0.173186268	0.487138375	0.484299839	0.472756449
ENSG00000063177.11	2.965601463	3.011853679	2.866984015	2.727850196	2.974576164	2.550411819	2.598626385	2.912832935	2.618717336	2.785173176	2.829400272	2.76783091
ENSG00000063180.7	0.130333768	0.257678575	0.31386722	0.149219113	0.278753601	0.120573931	0.328379603	0.385606274	0.136720567	0.230448921	0.553883027	0.146128036
ENSG00000063241.6	0.704150517	0.290034611	0.378397901	0.439332694	0.330413773	0.426511261	0.340444115	0.862131379	0.431363764	0.46686762	0.352182518	0.408239965
ENSG00000063244.11	1.127428778	1.240049772	1.159266331	1.225825991	1.192009593	0.781755375	0.804820679	0.956648579	0.978636948	1.093771781	0.939019776	0.898176483
ENSG00000063245.13	1.16613397	0.906873535	0.945960704	0.916980047	0.862727528	0.761927838	0.844477176	0.822821645	0.705007959	0.73239376	0.87909588	0.752816431
ENSG00000063322.12	1.041392685	1.0923697	0.972202838	0.950851459	1.140508043	0.737987326	0.721810615	0.877371346	0.847572659	0.95568775	1.106190897	0.892651034
ENSG00000063438.15	0	0.012837225	0.146128036	0.029383778	0	0.025305865	0.025305865	0.311753861	0.017033339	0.033423755	0.123851641	0.017033339
ENSG00000063587.13	0.693726949	0.740362689	0.786751422	0.693726949	0.806179974	0.491361694	0.294466226	0.631443769	0.496929648	0.556302501	0.806179974	0.672097858
ENSG00000063601.15	1.135132651	1.154119526	1.076640444	1	1.161667412	0.828659897	0.884795364	0.916453949	0.822168079	0.988558957	1.190331698	1.099335278
ENSG00000063761.14	0.146128036	0.494154594	0.238046103	0.164352856	0.292256071	0.23299611	0.356025857	0.049218023	0.209515015	0.26245109	0.492760389	0.344392274
ENSG00000063854.11	1.296445794	1.649042634	1.364550995	1.511482289	1.297322714	1.409595019	1.681241237	1.401228167	1.717254313	1.316808752	1.211654401	1.478422188
ENSG00000063978.14	2.00633766	1.960185277	1.912700208	1.785685668	1.94792362	1.796713063	1.767155866	1.964919294	1.681331706	1.844787719	1.843419665	1.954628378
ENSG00000064012.20	1.952550294	1.88326386	1.864985461	1.836387419	1.894814329	1.828208614	1.806790272	1.857814778	1.685204134	1.848373884	2.09464579	1.89187183
ENSG00000064102.13	1.159567193	0.894316063	0.748962861	1.142389466	1.123198075	0.854913022	0.768638101	1.161966616	0.744292983	0.85308953	0.725911632	0.933993164
ENSG00000064115.9	1.200576927	1.103803721	0.98811284	1.118595365	1.016615548	0.78604121	1.124504225	1.26904571	0.854913022	1.009025742	1.31868927	1.181843588
ENSG00000064199.5	0.11058971	0.127104798	0.120573931	0.238046103	0.184691431	0.113943352	0.113943352	0.06069784	0.164352856	0.089905111	0.378397901	0.139879086
ENSG00000064201.14	1.543322901	1.48029446	1.267875419	1.170555059	1.477555332	1.216429831	1.152899596	1.382737266	1.035429738	1.13289977	1.447468131	1.20709554
ENSG00000064225.11	1.456366033	1.330413773	1.144885418	1.267406419	1.188928484	1.497482537	1.235275877	1.461798558	1.472317546	1.278067331	1.23299611	1.32776749
ENSG00000064270.11	0.225309282	0.462397998	0.008600172	0.133538908	0.033423755	0.041392685	0	0.064457989	0.037426498	0.170261715	0.195899652	0.093421685
ENSG00000064313.10	1.855276804	1.553154548	1.434409208	1.475961589	1.708590845	1.457881897	1.498448403	1.411619706	1.292477594	1.447158031	1.72932681	1.615529224
ENSG00000064393.14	1.216957207	1.245512668	1.210853365	1.114277297	1.172602931	0.972665592	1.032215703	1.037426498	0.980911938	1.077004327	1.358505911	1.088844563
ENSG00000064419.12	1.259115844	1.198657087	1.104828404	1.014520539	1.215637563	0.958085849	0.995196292	1.157456768	0.911157609	1.097604329	1.196452542	1.200303183
ENSG00000064489.20	0.805500858	0.957607287	0.481442629	0.64738297	0.008600172	0.63447727	0.769377326	0.240549248	0.557507202	0.460897843	0.62324929	0.697229343
ENSG00000064490.12	1.345177617	1.060320029	0.996949248	0.995635195	1.145817714	1.020775488	0.872738827	0.966141733	1.090610708	0.961895474	1.149219113	1.160768562
ENSG00000064545.13	0.526339277	0.715167358	0.640481437	0.589949601	0.46834733	0.23299611	0.204119983	0.710117365	0.330413773	0.423245874	0.609594409	0.484299839
ENSG00000064547.12	1.332842267	1.303196057	1.46746011	1.398981067	1.14082218	1.17868924	1.250175948	0.932980822	1.27485032	1.235023159	1.541704023	1.10002573
ENSG00000064601.15	2.077585906	2.019573202	2.158151325	2.07773118	1.93540649	2.060773363	2.15182934	2.117039168	2.177651912	2.169321684	2.104179719	2.1609185
ENSG00000064607.15	1.377124042	1.488409689	1.41713941	1.1752218	1.430075056	0.879669206	0.88592634	1.251881455	0.897627091	1.101403351	1.638389408	1.294906911
ENSG00000064651.12	0.810232518	0.786751422	0.72916479	0.878521796	0.959041392	0.547774705	0.575187845	0.5289167	0.471291711	0.639486489	1.026124517	0.744292983
ENSG00000064652.9	0.404833717	0.457881897	0.396199347	0.404833717	0.57634135	0.527629901	0.1430148	0.303196057	0.311753861	0.5774918	0.45484486	0.440909082
ENSG00000064666.13	2.545220496	2.61659103	2.590016582	2.42375362	2.436448901	2.113776284	2.242665637	2.256669649	2.279826582	2.411063857	2.353339095	2.556483419
ENSG00000064687.11	1.547774705	1.50758604	1.56312496	1.393224116	1.337658891	1.219584526	1.341434525	1.281941933	1.222456337	1.293583513	1.077367905	1.155032229
